;синяя да голубая
8,188
51,10
200,52
11,91,195
13,136,156,198
157,14,41
15,97,112

;кольцо
92,154
93,72
94,134
95,39
96,175,54
98,161
99,77
88,139
89,44
90,179

;хуйня вверху
142,117
121,80

;фиолетовая
178,137,42
177,158
176,74
174,110

;желтая
73,53,40
55,111

;светло-зеленая
138,114
113,75,159
31,100

;хуйня снизу
61,29
123,27

;хуйня снизу но повыше
85,129
87,36
